Date,Open Price,High Price,Low Price,Close Price,Average Price=(O+H+L+C)/4,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,ET_net_sentiment_score,Indian_sentiment_score,foreign_sentiment_score
06-01-2022,776.4,792.4,774.1,785.05,781.8897132,379175,10405,296473032,155055,40.89,18.3,8.65,0.008951525,-0.146385134,-0.337654497
07-01-2022,792,802.3,786.2,793.35,795.7459755,456019,15674,362875284,230320,50.51,16.1,1.35,-0.039716412,0.080860468,-0.177276994
10-01-2022,798.2,812.3,798.2,810.5,805.3969097,532562,19213,428923789,343833,64.56,14.1,12.3,-0.223701028,0.146384142,-0.344953858
11-01-2022,808,814.4,802.1,810.45,808.7291655,210084,7363,169901058,71799,34.18,12.3,2.45,-0.003670257,-0.043819808,-0.34396151
12-01-2022,817.8,825.35,814.05,824.1,821.0130148,248487,6333,204011061,86816,34.94,11.3,6.3,-0.204793734,0.144043483,-0.341881192
13-01-2022,820,827.8,817.4,824.4,823.8255268,297679,10750,245235559,167052,56.12,10.4,4.4,-0.059433268,0.080365238,0.07186799
14-01-2022,824,824,811.55,820.2,817.1626402,166152,5494,135773207,66971,40.31,12.45,-3.8,-0.223480799,-0.14638494,-0.320224295
17-01-2022,819.35,828.7,814.5,819.4,821.2379671,282455,12658,231962770,182647,64.66,14.2,0.05,-0.223697993,-0.146379864,-0.344813375
18-01-2022,821,836,818.25,823.35,827.1195951,469894,15683,388658535,247451,52.66,17.75,2.35,0.221353625,-0.12384667,-0.306419929
19-01-2022,818.2,820.8,803.25,808.35,811.9171424,493232,17463,400463516,208459,42.26,17.55,-9.85,-0.223710824,-0.146381722,0.227642651
20-01-2022,806,812.5,796.8,809.95,805.4672133,270140,11185,217588913,147183,54.48,15.7,3.95,-0.223690373,-0.146385634,-0.239294596
21-01-2022,806.5,811.35,795.55,804.6,803.2243076,352128,9205,282837769,167557,47.58,15.8,-1.9,-0.223429085,-0.146385494,-0.319469512
24-01-2022,818.8,818.8,782.7,798.2,801.4989782,1190559,38686,954231822,436202,36.64,36.1,-20.6,-0.223722195,-0.146385662,-0.260953378
25-01-2022,790,804.55,786.25,801.55,798.1275347,559722,15292,446729540,218437,39.03,18.3,11.55,-0.223722196,-0.146385662,-0.336893405
27-01-2022,790,801.4,781.3,794,791.4634623,490178,11447,387957977,194182,39.61,20.1,4,-0.223721654,-0.146385662,-0.265014208
28-01-2022,818,818,778.8,781.1,793.3862651,359230,9321,285008148,187881,52.3,39.2,-36.9,0.223187359,0.146344735,-0.007293761
31-01-2022,789,798.4,783.95,789.25,791.1656097,220452,9453,174414041,95416,43.28,14.45,0.25,0.220171636,0.146385436,-0.344067152
01-02-2022,800,812.55,789.3,809.9,807.2816044,941086,29248,759721416,441808,46.95,23.25,9.9,-0.223424437,-0.121585078,-0.342081528
02-02-2022,814.75,818.7,808.95,813.8,814.5140314,601506,11308,489935077,398693,66.28,9.75,-0.95,0.223722195,0.146385662,-0.334932143
03-02-2022,813.05,818.35,806,808.85,811.1033074,268577,11310,217843693,110508,41.15,12.35,-4.2,0.214572853,0.141005395,-0.341122209
04-02-2022,808.85,812,796,804.95,804.1419746,357888,6474,287792763,238915,66.76,16,-3.9,0.223126768,-0.066538846,-0.344590771
07-02-2022,803,804.9,781.5,786.35,793.8614858,3463182,11360,2749286808,3245695,93.72,23.4,-16.65,-0.216875658,-0.146385525,-0.344950888
08-02-2022,787.3,795.5,774.35,792.7,784.8539588,461767,10655,362419658,265471,57.49,21.15,5.4,0.171060089,-0.14290733,-0.301810704
09-02-2022,795.55,804,794.25,802.7,799.5063485,434985,12407,347773269,231181,53.15,9.75,7.15,0.223722181,0.146385658,-0.219872414
10-02-2022,807,808.95,796.4,805.25,804.1258914,425597,8620,342233567,234610,55.12,12.55,-1.75,-0.165692023,-0.142450548,-0.337229832
11-02-2022,796.4,797.35,788.05,791.05,792.8444189,166884,5437,132313048,62041,37.18,9.3,-5.35,-0.22371126,-0.146384375,-0.307611451
14-02-2022,750.1,772,750.1,753.65,761.0335335,895582,44266,681567934,363312,40.57,21.9,3.55,-0.223722188,-0.146385662,-0.314342248
15-02-2022,754,777.9,743.6,776.15,758.4785441,563296,12310,427247930,282493,50.15,34.3,22.15,-0.223479937,-0.146250007,0.06817734
16-02-2022,775.9,777.6,760.3,765.35,769.8677093,475763,15007,366274571,229526,48.24,17.3,-10.55,0.223573866,0.146333649,-0.341319455
17-02-2022,767.4,767.4,746.4,750.05,756.4238335,764765,24054,578486473,536695,70.18,21,-17.35,0.221534925,-0.034801511,-0.322838528
18-02-2022,745,756.65,745,749.55,751.4052114,448746,10321,337190083,283487,63.17,11.65,4.55,-0.21867108,-0.143229614,-0.229589128
21-02-2022,743.35,762.85,739.8,754.3,753.8978976,563415,16534,424757384,163864,29.08,23.05,10.95,-0.221991469,-0.141324902,-0.344937614
22-02-2022,741,759.6,737.55,751.4,747.9496093,405829,7855,303539642,231759,57.11,22.05,10.4,-0.223019065,-0.14592559,-0.261844123
23-02-2022,754.15,756.55,742.8,744.7,749.4435248,581654,14588,435916824,382812,65.81,13.75,-9.45,0,0,-0.264877847
24-02-2022,715,726.85,702.6,707.25,720.5410517,1697751,52783,1223299291,624658,36.79,24.25,-7.75,0.00138115,-0.145325834,-0.339611847
25-02-2022,727,739,720.6,730.45,733.7298292,471846,10367,346207485,297269,63,18.4,3.45,-0.171523736,-0.144893164,-0.329352643
28-02-2022,728,744,715.35,742.45,729.9714549,508844,22266,371441595,250384,49.21,28.65,14.45,-0.223721998,-0.146385651,-0.344743297
02-03-2022,717.95,722.35,708,714.7,713.4450604,822931,19506,587116057,437558,53.17,14.35,-3.25,0.200245222,-0.146145341,-0.344918925
03-03-2022,717.95,721.8,693.65,698.3,706.8999392,629867,16832,445252944,322993,51.28,28.15,-19.65,-0.166887696,-0.114719931,-0.344085092
04-03-2022,692,706.5,685.05,688.2,693.1603506,980589,33746,679705415,452531,46.15,21.45,-3.8,0.130730261,-0.144793989,-0.324042052
07-03-2022,661.2,666.55,642,652.35,653.4867763,1805891,78301,1180125888,780888,43.24,24.55,-8.85,-0.223722196,-0.146385662,-0.343811202
08-03-2022,645,669.15,643.25,664.95,652.6028646,849330,19374,554275191,335794,39.54,25.9,19.95,-0.223721676,-0.146385474,-0.208771225
09-03-2022,665.3,674.6,658.15,667.15,666.895189,1088989,24791,726241525,673920,61.88,16.45,1.85,0,0,-0.24121999
10-03-2022,698,701,674,676.55,691.9057296,1074611,18492,743529508,655603,61.01,27,-21.45,-0.102606807,0.146381213,-0.307758278
11-03-2022,675,684.7,670.8,678.05,677.2577154,638173,17117,432207588,380068,59.56,13.9,3.05,0.221576443,0.146384744,-0.24986257
14-03-2022,679.45,698.3,677.6,696.1,690.7111548,638785,20279,441215925,276711,43.32,20.7,16.65,0.170865072,0.146346679,-0.344932398
15-03-2022,701.8,708.05,688.1,697.35,699.5825018,764547,16045,534863703,403102,52.72,19.95,-4.45,-0.223721264,-0.146385578,0.320164769
16-03-2022,707.4,711.35,701.2,708.05,706.8282196,586650,14902,414660775,248368,42.34,10.15,0.65,0.223619189,0.146385661,-0.343432145
17-03-2022,720,724.8,715.8,719.95,720.5897843,653249,18729,470724556,351019,53.73,9,-0.05,0.223659209,0.146385661,0.191118951
21-03-2022,721,722.35,705.75,710.6,711.9383333,283881,7629,202105766,137537,48.45,16.6,-10.4,0.14796689,0.144081568,-0.34495685
22-03-2022,708.8,720.85,699.65,718.75,709.8691999,268486,7887,190589942,128363,47.81,21.2,9.95,0.183368569,-0.115887302,-0.334451639
23-03-2022,724.05,727,714.4,718.2,720.2156707,424230,12427,305537094,170450,40.18,12.6,-5.85,0.222926919,0.066219639,-0.342504123
24-03-2022,705,712.35,699,704.3,705.9557833,391481,12214,276368276,167277,42.73,13.35,-0.7,0.120048794,-0.05163493,-0.266163629
25-03-2022,708,708,696.95,699.15,700.8413606,571428,19245,400480377,271384,47.49,11.05,-8.85,-0.203329583,-0.146377766,-0.070252422
28-03-2022,700,713.25,695.75,710.25,703.2451815,428923,7319,301638033,195908,45.67,17.5,10.25,-0.028760986,-0.140908402,-0.341056892
29-03-2022,713.5,716.9,705.9,715.25,712.8109728,210557,5844,150087340,75905,36.05,11,1.75,0.189816756,0.146369696,-0.025852862
30-03-2022,719,731.7,719,730.05,726.7486292,218848,5997,159047484,90001,41.12,12.7,11.05,0,0,0.130232537
31-03-2022,737.5,737.75,727.9,730.25,732.5939073,167676,5432,122838416,61577,36.72,9.85,-7.25,0.091216219,-0.070729634,-0.331723007
01-04-2022,726.4,738,724.1,736.5,731.673904,264048,7104,193197031,88646,33.57,13.9,10.1,0.220549552,0.145998179,-0.335004394
04-04-2022,742,749.7,725.5,746.45,741.7723271,733772,20770,544291764,327901,44.69,24.2,4.45,-0.116414595,0.146101359,-0.344952395
05-04-2022,747.5,755.25,738,742.15,748.2936477,495427,10972,370724877,333046,67.22,17.25,-5.35,0,-0.109815668,-0.34150695
06-04-2022,731.1,744.9,731.1,740.75,738.6343802,634197,14881,468439708,384858,60.68,13.8,9.65,-0.208359509,-0.123798157,-0.281682966
07-04-2022,738,757.8,737.95,749.05,749.9044755,355919,8832,266905251,151390,42.53,19.85,11.05,0.141055204,-0.134145113,-0.332593377
08-04-2022,751,756,743.5,754.35,750.9772361,613823,22301,460967100,345781,56.33,12.5,3.35,-0.22229721,-0.146332846,0.011946587
11-04-2022,753.9,765.35,751.55,759.7,761.378426,782647,21661,595890541,479395,61.25,13.8,5.8,-0.223300156,-0.14243769,-0.344941142
12-04-2022,758.5,768.75,750.1,764.15,758.6455131,725708,21094,550555118,377604,52.03,18.65,5.65,-0.223709327,-0.146377241,-0.269766101
13-04-2022,770,772.5,760.95,762.35,767.8138241,636135,15973,488433247,394363,61.99,11.55,-7.65,-0.223688328,-0.146385494,-0.313845896
18-04-2022,749,762.55,749,758.75,756.5579955,493918,22114,373677612,262112,53.07,13.55,9.75,-0.223722196,-0.146385662,-0.344956124
19-04-2022,760,777.95,756.85,766.65,768.730183,917481,19802,705295337,422238,46.02,21.1,6.65,-0.223683506,-0.146385644,-0.342913599
20-04-2022,766.5,769.7,753.65,755.55,760.6045624,928981,19753,706587187,643812,69.3,16.05,-10.95,0.201046139,0.14637199,-0.319478283
21-04-2022,758.75,763.95,751.35,762.25,758.3424056,271780,8642,206102299,152791,56.22,12.6,3.5,-0.211172917,-0.136474928,-0.324491618
22-04-2022,757.1,757.85,746,747.35,752.8598693,531518,12274,400158572,393414,74.02,11.85,-9.75,-0.223721445,-0.146385653,0.159610985
25-04-2022,748,762.2,745,752.8,756.0937881,853818,19609,645566486,306048,35.84,17.2,4.8,-0.223722196,-0.146385662,-0.344931843
26-04-2022,767.4,768,751.5,753.7,758.5963254,623356,14710,472875571,260017,41.71,16.5,-13.7,0.215866037,0.146255289,0.072601444
27-04-2022,749.45,749.75,732.6,737.05,738.4427684,481762,12491,355753665,328698,68.23,17.15,-12.4,-0.187882404,-0.146382643,0.182771977
28-04-2022,742,752,734.45,747.3,743.4712354,503396,14266,374260446,207061,41.13,17.55,5.3,-0.079989866,-0.102958423,-0.337957394
29-04-2022,750,759.75,740.5,743.55,754.3155299,678351,16650,511690694,344490,50.78,19.25,-6.45,-0.114090201,-0.074503853,0.221763293
02-05-2022,732,743.55,732,741,738.3386817,222622,9769,164370434,99111,44.52,11.55,9,-0.223722196,-0.146385662,-0.34495682
04-05-2022,747,747,721,723.9,740.6668759,5542881,6687,4105428354,5402263,97.46,26,-23.1,-0.070169539,0.142453103,-0.34489662
05-05-2022,730,742.95,726.8,728.6,734.9023705,188734,8034,138701064,101588,53.83,16.15,-1.4,0.22372187,0.146385662,0.079524303
06-05-2022,717.8,722.6,710.45,719.6,716.0451572,188209,7077,134766143,68882,36.6,12.15,1.8,-0.223722176,-0.146385662,-0.323211852
09-05-2022,706,720,704.75,710.3,711.9056683,305931,14848,217794013,132947,43.46,15.25,4.3,-0.223722196,-0.146385662,-0.34495058
10-05-2022,705.8,720,705.8,711.25,713.4057972,875011,10590,624237920,703435,80.39,14.2,5.45,-0.223722132,-0.146385658,-0.336402195
11-05-2022,719.5,719.5,707.35,714.15,714.0551767,151024,4831,107839469,47134,31.21,12.15,-5.35,-0.223626017,-0.146385661,-0.344422943
12-05-2022,708.95,710.5,693.6,695.9,700.3902278,246351,10166,172541833,103814,42.14,16.9,-13.05,-0.223721833,-0.146385662,-0.33868567
13-05-2022,702,703.15,675,677.45,689.9268482,419361,25392,289328413,190508,45.43,28.15,-24.55,-0.222239995,-0.14638557,-0.197377605
16-05-2022,677,690.9,675.6,683.2,684.2497852,209468,10465,143328434,88272,42.14,15.3,6.2,-0.223722196,-0.146385661,-0.344187414
17-05-2022,685.25,711.95,685.25,710.35,702.9752557,341897,11187,240345131,199828,58.45,26.7,25.1,-0.223702418,-0.146179635,-0.341116192
18-05-2022,711.35,717.2,706.15,707.05,711.4381351,179803,7751,127918711,66251,36.85,11.05,-4.3,0.223706326,0.146372438,-0.260473317
19-05-2022,690.15,698.6,685.8,690.3,695.4699571,383552,6485,266748893,301382,78.58,12.8,0.15,-0.223722196,-0.146385662,-0.172000745
20-05-2022,695,711.85,694.05,709.55,705.7155687,322250,9249,227416842,185486,57.56,17.8,14.55,-0.200930069,0.146324922,-0.051596282
23-05-2022,709,725.75,708.2,711.05,717.8586691,498999,11223,358210758,277292,55.57,17.55,2.05,0.197933236,-0.065393259,-0.21410577
24-05-2022,707,717,706,708.1,712.6149413,409348,11061,291707501,285538,69.75,11,1.1,-0.223722195,-0.146385662,-0.177257429
25-05-2022,712,720.9,711.8,713.45,716.92452,237573,4592,170321909,112468,47.34,9.1,1.45,-0.221538508,-0.146385654,-0.322232207
26-05-2022,721,732.6,715.4,729.15,721.5243397,565229,14275,407826481,312041,55.21,17.2,8.15,0.003593388,-0.106222654,-0.338484065
27-05-2022,732,741,731.25,739.75,737.6313606,461497,12688,340414660,252601,54.74,9.75,7.75,0.166594153,0.13663835,-0.328826454
30-05-2022,748.8,751.9,744.3,748.45,748.2431764,129293,3628,96742605,57028,44.11,7.6,-0.35,0.223686087,0.146385657,-0.34134342
31-05-2022,739.5,756.6,739.5,751.5,750.8836398,154142,3686,115742706,55715,36.15,17.1,12,-0.223722194,-0.146385619,-0.154727896
01-06-2022,746.2,755.1,744.3,752.7,750.9030725,120781,4015,90694824,46856,38.79,10.8,6.5,0.200804338,0.119262044,-0.337869782
02-06-2022,752,752.05,743.15,750,748.1352867,191837,7048,143520029,96326,50.21,8.9,-2,-0.223706881,-0.14638551,-0.335711439
03-06-2022,753.5,757.2,741,743.6,750.1849293,252091,6772,189114869,133331,52.89,16.2,-9.9,0.223722095,0.146379411,-0.338297033
06-06-2022,738.9,750.95,738.9,746.9,747.8237661,212723,3777,159079315,83037,39.04,12.05,8,-0.210755141,-0.052538506,-0.344953572
07-06-2022,743.5,743.5,732.4,735.25,737.7644553,216167,9664,159480329,110239,51,11.1,-8.25,0.203902736,0.106614969,-0.200239128
08-06-2022,737,741.05,726.55,729.5,735.6688388,358176,8792,263498922,234257,65.4,14.5,-7.5,0.099684758,0.106590651,-0.342673762
09-06-2022,722.35,733.9,722.35,732.95,728.4330005,271032,7987,197428653,163976,60.5,11.55,10.6,0.206945286,0.14635826,-0.339895494
10-06-2022,726.4,728.5,718.1,720.1,723.2802836,174616,8089,126296310,89950,51.51,10.4,-6.3,-0.223721865,-0.146385657,-0.341846869
13-06-2022,701.25,703.15,682.35,688,688.0295169,846092,33085,582136270,611585,72.28,20.8,-13.25,-0.223722196,-0.146385662,-0.344921218
14-06-2022,682,694.6,680.3,685.75,687.9874295,400779,14425,275730914,258347,64.46,14.3,3.75,-0.223722123,-0.146385651,-0.314335227
15-06-2022,685.75,696.25,685.75,687.3,692.9283538,410964,8979,284768608,293864,71.51,10.5,1.55,-0.223722193,-0.14638566,-0.343818211
16-06-2022,695.9,699.75,676.2,678.4,688.6800467,589061,14606,405674557,356945,60.6,23.55,-17.5,0.221614473,-0.146380762,0.214710451
17-06-2022,675,692.45,670.35,688.1,683.2752434,306427,10357,209373983,168062,54.85,22.1,13.1,-0.2237221,-0.146385662,-0.337062526
20-06-2022,686.85,687.65,677.65,685.4,683.3847121,364943,12582,249396467,152187,41.7,10,-1.45,-0.223722196,-0.146385662,-0.344264412
21-06-2022,688,707.95,688,696.15,697.86408,283483,7322,197832603,146519,51.69,19.95,8.15,-0.156061239,0.112159311,-0.227008402
22-06-2022,690.35,696.4,685.2,686.7,690.8097679,241873,8421,167088231,132106,54.62,11.2,-3.65,-0.162957344,-0.14544432,-0.329691374
23-06-2022,690,706,686.95,699.5,699.2174856,318697,11498,222838515,119571,37.52,19.05,9.5,-0.223722026,-0.146385533,-0.188162638
24-06-2022,709.9,715.3,706.8,713.65,711.0954415,442229,10514,314467026,215021,48.62,8.5,3.75,-0.219792784,0.136297032,-0.218634979
27-06-2022,727.55,727.55,716,717.3,720.4213247,220139,8792,158592830,96969,44.05,11.55,-10.25,0.222854032,0.146195728,-0.344772101
28-06-2022,710.1,717.15,707.15,710,711.8169827,109476,3593,77926876,35776,32.68,10,-0.1,-0.223109241,-0.146385333,-0.327644653
29-06-2022,704.1,706.5,701.3,702.95,703.4642039,154486,3762,108675371,108785,70.42,5.2,-1.15,-0.223713349,-0.146384865,-0.342896377
30-06-2022,702.95,711.85,702,706.85,707.7784908,317901,6812,225003490,161377,50.76,9.85,3.9,-0.223636502,-0.146384334,-0.271159876
01-07-2022,702,706.45,694.3,704,701.742383,216981,5259,152264764,37638,17.35,12.15,2,-0.223719838,-0.146385662,-0.3393385
04-07-2022,704,721.1,704,719.85,714.5341301,282888,8709,202133131,127392,45.03,17.1,15.85,-0.223716028,-0.146369418,-0.344944254
05-07-2022,721.5,732,718,719.45,728.0351684,212037,4848,154370393,122665,57.85,14,-2.05,-0.223430045,-0.146381839,0.238699642
06-07-2022,720.5,731.8,720.5,726.05,726.5304305,253775,10230,184375260,105791,41.69,11.3,5.55,-0.223722191,-0.146384898,-0.339262075
07-07-2022,735.2,743.5,733.15,741.95,737.8383067,311893,12224,230126603,191953,61.54,10.35,6.75,0.223684708,0.146384965,-0.335652583
08-07-2022,750,757.5,745.55,755.65,751.3990338,186092,6180,139829349,93795,50.4,11.95,5.65,0.206652177,0.146376617,-0.296354725
11-07-2022,755.5,771.4,754.1,769.45,764.446629,164181,4936,125507612,66383,40.43,17.3,13.95,-0.223722166,-0.146385662,-0.342588823
12-07-2022,765.6,767.7,757.55,759.85,763.8696165,190653,5605,145634034,118311,62.06,10.15,-5.75,0.217721179,0.093749792,-0.234208157
13-07-2022,766.4,766.4,740,753.1,757.4801395,112384,3462,85128648,27156,24.16,26.4,-13.3,-0.223550543,-0.146384703,-0.328261094
14-07-2022,751,759.1,748.95,752.35,752.8761447,70324,2406,52945262,21050,29.93,10.15,1.35,-0.223707577,-0.146385558,0.206487715
15-07-2022,751.65,758.6,744.15,751.1,749.2675023,72762,3006,54518202,24555,33.75,14.45,-0.55,-0.223722192,-0.146385661,-0.29252001
18-07-2022,761,773.25,757.55,771.95,751.9002046,7669001,6912,5766323421,7583558,98.89,15.7,10.95,0.220310744,0.14502882,-0.3449432
19-07-2022,765.25,781.95,765.25,780.65,775.0307977,969911,9055,751710896,797212,82.19,16.7,15.4,-0.218184671,0.145659259,-0.335157958
20-07-2022,789.9,789.9,780.05,782.7,785.7205735,486797,11880,382486418,312857,64.27,9.85,-7.2,0.223722093,0.14638566,-0.275772725
21-07-2022,782.25,789,780.1,786.3,786.7235936,318947,4458,250923130,237909,74.59,8.9,4.05,-0.178313426,-0.14551189,7.93E-05
22-07-2022,787,803.75,787,800,797.5195246,439983,15062,350895033,315235,71.65,16.75,13,-0.218215233,-0.085368161,0.250206049
25-07-2022,803.95,817.85,797.2,800.9,805.1235497,439394,10595,353766457,148760,33.86,20.65,-3.05,-0.223026294,-0.146349093,-0.34093398
26-07-2022,800.9,802.8,791.5,796.05,797.2333221,259251,9315,206683536,151353,58.38,11.3,-4.85,-0.223569227,-0.146385649,-0.341759534
27-07-2022,795.5,803.5,794.7,800.45,799.9924358,91616,3335,73292107,31889,34.81,8.8,4.95,-0.221025305,0.139780609,-0.322564485
28-07-2022,809.7,815.7,805.6,814.45,811.0510419,134223,5673,108861704,61040,45.48,10.1,4.75,-0.204953283,0.146167883,0.343898208
29-07-2022,820.1,822.75,808,818.5,815.6632775,136020,4097,110946519,52414,38.53,14.75,-1.6,0.216409863,0.146241558,-0.32847446
01-08-2022,819,825,817.1,823.3,818.7062172,7395011,4266,6054341482,7329074,99.11,7.9,4.3,-0.214540039,0.146107988,-0.344479134
02-08-2022,821.8,822,812.3,816.75,816.9629685,112850,4063,92194271,43617,38.65,9.7,-5.05,-0.212801846,0.030485078,-0.329995406
03-08-2022,816.5,827.9,811.5,824.7,817.7200462,250820,6177,205100542,126311,50.36,16.4,8.2,0.223718517,0.146383009,-0.339335585
04-08-2022,822.8,830,808.5,819.85,818.5187339,220402,6021,180403166,109561,49.71,21.5,-2.95,-0.222998844,-0.143684654,-0.339599862
05-08-2022,821.55,840.9,821.55,838.4,835.5020004,286695,6576,239534246,135753,47.35,19.35,16.85,-0.222867645,-0.126106436,-0.339507736
08-08-2022,838.4,842.3,830.95,836.4,837.4222139,320925,10613,268749724,177944,55.45,11.35,-2,0.223711353,0.146385661,-0.344671558
10-08-2022,840,853,840,848.5,848.6700926,454764,9246,385944606,332963,73.22,13,8.5,-0.223718125,-0.146385616,-0.344844579
11-08-2022,854.2,866.15,854.2,859.3,864.6040776,1379629,6823,1192832859,1098325,79.61,11.95,5.1,0.223711877,0.146385524,-0.344100486
12-08-2022,860,876.95,858.3,874.75,867.532542,274292,6410,237957236,184310,67.19,18.65,14.75,0.22278065,0.146385257,-0.283988656
16-08-2022,878.55,884.5,876.5,879.65,879.5745263,254192,9643,223580808,134319,52.84,8,1.1,0.222919131,0.14638566,-0.343902949
17-08-2022,884.55,885.6,878.15,883.2,881.1165156,356579,10753,314187646,249419,69.95,7.45,-1.35,0.127148126,0.146163545,-0.313446876
18-08-2022,880.2,887.25,875.1,885,879.9161114,1575566,9989,1386365908,1459163,92.61,12.15,4.8,-0.167542504,0.078255302,-0.338638822
19-08-2022,883.7,886.55,864.4,870.35,873.0610299,151434,6588,132211124,66570,43.96,22.15,-13.35,0.217711025,-0.139551948,-0.342453022
22-08-2022,862.2,866.4,849.4,852.15,855.1651163,174368,5451,149113431,93553,53.65,17,-10.05,0.054528808,0.02567223,-0.344586226
23-08-2022,840,868.35,840,864.65,854.4857727,331863,7600,283572212,210823,63.53,28.35,24.65,-0.221772071,-0.146221031,-0.325003109
24-08-2022,856,875,855.9,872.55,868.1019137,620407,12399,538576504,506086,81.57,19.1,16.55,0.176689995,0.144574321,-0.327249887
25-08-2022,874.7,881,867,871.4,876.7835155,293342,6306,257197430,229771,78.33,14,-3.3,-0.028223131,0.103421412,-0.330648904
26-08-2022,874.4,877.45,867.35,870.9,871.8885034,209558,6089,182711211,147553,70.41,10.1,-3.5,-0.216506312,-0.017507636,0.281125306
29-08-2022,847,860.85,847,855.75,855.4735966,321909,11214,275384650,201072,62.46,13.85,8.75,-0.223722196,-0.146385662,-0.343275838
30-08-2022,859.5,890.5,858.9,887.6,871.8176259,205572,7618,179221293,147793,71.89,31.6,28.1,-0.22371311,-0.1463654,-0.324578263
01-09-2022,865,885.75,865,874.45,873.843811,3867718,15169,3379781437,3684386,95.26,20.75,9.45,-0.223719982,-0.146385661,-0.344855303
02-09-2022,874.45,881.3,867,872.25,871.3285359,342124,9248,298102404,204389,59.74,14.3,-2.2,-0.223722181,-0.146385656,-0.339609559
05-09-2022,872.9,886.2,872.25,882.25,882.1792741,211687,5480,186745884,134548,63.56,13.95,9.35,0.222903368,0.145644128,-0.344938669
06-09-2022,882.5,889.85,878.2,883.9,886.0166285,298524,6185,264497228,193783,64.91,11.65,1.4,-0.216605597,-0.131193211,0.186182979
07-09-2022,880.5,882,872.4,876.4,876.4299461,243484,7892,213396669,119392,49.03,9.6,-4.1,-0.217035642,-0.128392275,-0.196805641
08-09-2022,883.1,900.5,883.1,898.9,896.7170711,630169,19906,565083300,405770,64.39,17.4,15.8,0.036666653,0.146379715,-0.289476755
09-09-2022,907,911.75,897.35,901.55,902.1722983,564521,18067,509295208,391735,69.39,14.4,-5.45,0.223721717,0.146385662,-0.324121114
12-09-2022,901.55,908.95,901.55,907.05,905.3742354,448274,11379,405855730,362175,80.79,7.4,5.5,0.222714952,0.146385142,-0.34490041
13-09-2022,913,913,905.5,909.25,908.6639682,163797,3926,148836432,104694,63.92,7.5,-3.75,-0.223157776,0.058103658,-0.341129475
14-09-2022,896,922,896,918.2,915.5559511,407552,7959,373136659,289595,71.06,26,22.2,-0.217814693,-0.146385657,-0.338619029
15-09-2022,923.4,936.35,915.75,917.6,924.679941,288728,11612,266980990,132510,45.89,20.6,-5.8,-0.223699087,-0.146385452,-0.036713934
16-09-2022,911.2,916.15,905.25,909,910.8188356,607647,23420,553456333,475532,78.26,10.9,-2.2,-0.223722196,-0.146385662,-0.342436262
19-09-2022,907,912.65,895.2,898.45,908.7149399,8406904,9830,7639479263,8307538,98.82,17.45,-8.55,-0.223319665,-0.146383782,-0.344940587
20-09-2022,908.9,922.35,908.75,916.75,918.4077151,248112,5979,227867975,162330,65.43,13.6,7.85,-0.223659816,-0.146382709,-0.329598728
21-09-2022,908.3,917,905.7,915.35,912.5697978,285231,8422,260293196,202246,70.91,11.3,7.05,0.219472657,0.137787475,-0.318488128
22-09-2022,904.55,911.95,895.2,902.85,903.339873,256078,11516,231325468,145827,56.95,16.75,-1.7,0.183646184,-0.146217247,-0.336829666
23-09-2022,900,904.6,878.65,882.75,887.8123281,222159,8344,197235499,73161,32.93,25.95,-17.25,-0.223722161,-0.146385662,-0.315579612
26-09-2022,869,877.65,859.25,861.1,866.7939617,446917,21223,387384957,264809,59.25,18.4,-7.9,-0.223722196,-0.146385662,-0.344799791
27-09-2022,862.85,874.95,848.5,852.85,858.5304075,383737,12732,329449883,155240,40.45,26.45,-10,-0.154768222,-0.142882035,-0.31673412
28-09-2022,847,863,842.25,849.2,855.0579795,621858,19660,531724645,361972,58.21,20.75,2.2,-0.220185244,-0.146298303,-0.318771805
29-09-2022,855.8,861.5,841.15,844.05,849.0387685,130673,5109,110946443,44403,33.98,20.35,-11.75,-0.223720662,-0.146385662,-0.256375455
30-09-2022,841.25,867,837.25,862.8,856.5429651,449132,15265,384700855,245524,54.67,29.75,21.55,-0.051372626,0.146384568,-0.344342063
03-10-2022,860,860.5,846.05,848.05,851.9473261,221153,10664,188410707,96202,43.5,14.45,-11.95,0.003636969,0.146384566,-0.344826282
04-10-2022,862,872.35,862,867.65,868.4066516,479617,6845,416502593,392664,81.87,10.35,5.65,0.22372217,0.146385662,-0.324640051
06-10-2022,870,891.5,870,885.35,883.5722119,347955,11178,307443369,237511,68.26,21.5,15.35,0.18967458,0.14638566,-0.341548322
07-10-2022,876.4,884.4,873.15,882,877.4540495,117485,3509,103087689,64226,54.67,11.25,5.6,-0.223720854,-0.146385639,-0.239683539
10-10-2022,869.1,889.65,869.1,881.5,882.1492627,652092,12228,575242477,548131,84.06,20.55,12.4,-0.223721008,-0.146374665,-0.34494484
11-10-2022,884,884,865.6,869.5,877.4299064,462831,9159,406101761,397212,85.82,18.4,-14.5,-0.221917916,0.092288226,-0.335547757
12-10-2022,866,871.85,861.55,867.75,864.9139609,262648,13540,227167922,196831,74.94,10.3,1.75,-0.223696495,-0.146252184,-0.311503635
