Date,Open Price,High Price,Low Price,Close Price,Average Price=(O+H+L+C)/4,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,ET_net_sentiment_score,Indian_sentiment_score,foreign_sentiment_score
06-04-2021,572.5,578.25,564.4,565.95,569.8473987,601725,10273,342891426,154981,25.76,13.85,-6.55,0.184447275,0.141316286,-0.314147092
07-04-2021,568.4,580,560,577.55,574.3316462,1332613,18677,765361818,681275,51.12,20,9.15,-0.221734586,-0.014371656,-0.336782612
08-04-2021,581.7,585.75,573.25,576.75,578.145791,3042430,13778,1758968099,2706984,88.97,12.5,-4.95,0.208754129,0.146088473,-0.326108997
09-04-2021,574.5,579.15,565.05,566.45,571.3217931,834558,20036,476801173,328208,39.33,14.1,-8.05,0.002083475,-0.14614121,-0.344476292
12-04-2021,548.65,551.8,531.25,538.4,541.7124612,1419739,41878,769090308,590874,41.62,20.55,-10.25,-0.222071284,-0.146218019,-0.34494039
13-04-2021,539.25,563.7,538,560.45,553.0116582,578306,10507,319809960,122960,21.26,25.7,21.2,0.047972586,0.136692178,-0.343702269
15-04-2021,564.2,577,554.35,575.5,571.5186704,2126711,13493,1215455043,1529519,71.92,22.65,11.3,-0.223375492,-0.146385659,-0.344682249
16-04-2021,575,577.5,564,566.6,570.0584575,654732,14900,373235514,206757,31.58,13.5,-8.4,0.102049343,-0.063640636,-0.311569186
19-04-2021,559.65,562.35,531,559.6,544.5640288,956804,14506,521041041,342429,35.79,31.35,-0.05,0.223166392,0.146377396,-0.344556208
20-04-2021,564.7,572.55,552.65,559,564.178067,664817,9396,375075170,187465,28.2,19.9,-5.7,-0.140642701,0.114986995,-0.302620714
22-04-2021,552.8,580.4,547.05,579.15,563.8014103,1666033,13886,939311755,1015249,60.94,33.35,26.35,-0.221769502,-0.146137673,-0.338647412
23-04-2021,573.9,580.4,567.15,570.05,572.9444437,960827,13416,550500491,160090,16.66,13.25,-3.85,-0.222809504,-0.145906023,0.158868537
26-04-2021,600.3,604.9,587.75,590.75,596.4199808,3104237,57868,1851428972,1014830,32.69,17.15,-9.55,-0.222838684,-0.14385932,-0.344890597
27-04-2021,592.1,601.8,591.1,598.8,597.0525629,518826,8666,309766393,113163,21.81,10.7,6.7,-0.223522181,-0.049056997,-0.11437584
28-04-2021,590.15,622.65,590.15,621.1,611.8025436,1638154,33405,1002226784,843958,51.52,32.5,30.95,-0.098149245,0.143781844,-0.053216314
29-04-2021,623.45,628.45,609,621.25,619.0063755,911300,13385,564100510,123003,13.5,19.45,-2.2,0.161365814,0.146382356,-0.223409929
30-04-2021,609.2,617,598.2,600.4,607.5040452,769431,12341,467432445,147005,19.11,18.8,-8.8,0.150352084,0.144547781,0.226336756
03-05-2021,597.4,598.95,587.45,597,592.1173498,624577,11464,369822878,200297,32.07,11.5,-0.4,-0.116009984,0.133042153,-0.344956693
04-05-2021,597,608,589,591.55,600.2720397,749806,14273,450087577,174542,23.28,19,-5.45,0.126433063,0.104026762,-0.244946214
05-05-2021,596,604.25,584.75,602.65,596.5165766,740049,13083,441451496,183878,24.85,19.5,6.65,-0.223722059,-0.146385584,-0.32631663
06-05-2021,604.9,610,599.35,608.65,605.0452674,382306,5959,231312436,113857,29.78,10.65,3.75,0.116597828,0.134264214,-0.328473914
07-05-2021,612,614.7,603.75,606.75,608.6235981,444307,10574,270415725,162586,36.59,10.95,-5.25,0.22372219,0.146385658,-0.340312585
10-05-2021,608.6,617.1,608.6,613.1,614.2418569,491857,7751,302119157,285141,57.97,8.5,4.5,-0.223682221,-0.14547181,-0.344955932
11-05-2021,607.5,612.8,603.65,609.75,609.0218474,447696,5853,272656645,201397,44.99,9.15,2.25,-0.219242494,-0.145917808,-0.305248563
12-05-2021,604.7,606.6,593.6,594.95,599.2009087,553754,7753,331809900,260431,47.03,13,-9.75,-0.223717568,-0.146385662,-0.313037579
14-05-2021,593.5,601.65,592,597.25,597.3965988,1363325,12528,814445718,1016212,74.54,9.65,3.75,-0.223712461,-0.146385659,-0.33299063
17-05-2021,602.3,624,601.05,623.6,615.48612,772371,13174,475383630,405020,52.44,22.95,21.3,-0.206172112,-0.08974046,-0.344948517
18-05-2021,627.05,635.5,626.35,633.1,632.4626938,631543,9431,399427387,228810,36.23,9.15,6.05,0.223343822,0.146385661,-0.309880455
19-05-2021,626.9,633.8,623.45,625.25,628.102567,580060,9019,364337175,324631,55.96,10.35,-1.65,-0.223712359,-0.146353023,-0.33006815
20-05-2021,627,632.9,616.65,618.55,626.4134627,437996,6618,274366591,220606,50.37,16.25,-8.45,-0.223722196,-0.146385661,-0.295168828
21-05-2021,623.7,644,623.15,642.45,635.668499,1143502,15339,726888200,584220,51.09,20.85,18.75,0.223452237,0.146385644,-0.336778237
24-05-2021,644.25,653.45,638.15,647.8,645.3124805,853378,13436,550695474,386993,45.35,15.3,3.55,0.179638619,0.146377229,-0.342098554
25-05-2021,650,651.95,642.3,649.8,647.0893468,1511224,17272,977896951,1001978,66.3,9.65,-0.2,-0.082555227,-0.124637992,-0.246178763
26-05-2021,651.7,656.6,643.45,652.55,650.5561151,507760,7603,330326373,144651,28.49,13.15,0.85,0.223714165,0.146385588,-0.318503837
27-05-2021,651.2,656.45,648.25,652.7,652.5473088,888756,15203,579955336,435771,49.03,8.2,1.5,-0.223716066,-0.146385297,-0.330340735
28-05-2021,656,660,639.35,643.2,648.3902358,541693,12513,351228452,150830,27.84,20.65,-12.8,0.221460116,0.146385079,0.2805098
31-05-2021,643.15,664.9,643.15,662.2,656.6345381,1359723,35171,892841084,897541,66.01,21.75,19.05,-0.222926616,-0.146345465,-0.249347506
01-06-2021,663.35,664.65,648.3,650.25,653.5017033,592966,8853,387504291,259176,43.71,16.35,-13.1,0.223718954,0.146385636,-0.218319855
02-06-2021,648.9,649.3,641.15,648.35,644.7921512,735299,13429,474115024,388867,52.89,8.15,-0.55,-0.215902843,-0.146374739,-0.343931209
03-06-2021,654,654.95,644.8,650.2,649.049576,596720,11062,387300863,302955,50.77,10.15,-3.8,0.223721646,0.146385546,-0.005320752
04-06-2021,653.55,654.85,639.35,642.8,645.5800178,464034,8596,299571078,139326,30.02,15.5,-10.75,-0.223621106,-0.146383958,-0.336443405
07-06-2021,644.2,649.75,644.2,648.25,647.253552,533638,12143,345399091,378798,70.98,5.55,4.05,-0.080889808,-0.112453771,-0.344826395
08-06-2021,647.25,647.5,637.5,642.4,641.3683131,483089,12074,309837977,243352,50.37,10,-4.85,-0.220157786,-0.144121422,-0.230281783
09-06-2021,642.5,645.5,629.1,635.95,638.3331169,882450,18331,563297059,442981,50.2,16.4,-6.55,-0.222456587,-0.146296478,-0.313424622
10-06-2021,640,642.25,630.75,640.15,635.5668178,641610,9796,407786026,419544,65.39,11.5,0.15,0.142414915,0.054248387,-0.327807235
11-06-2021,643.35,644,631.75,635.6,636.8928563,447959,5438,285301887,261115,58.29,12.25,-7.75,-0.188545785,0.144208902,-0.05157998
14-06-2021,636,636,623.4,635.1,629.3005182,489814,11982,308240204,280713,57.31,12.6,-0.9,0.183400754,0.131923169,-0.108926453
15-06-2021,635.2,646,635.2,645.05,641.2712743,309458,5679,198446526,124704,40.3,10.8,9.85,0.140592413,0.144098489,-0.315324803
16-06-2021,645.9,649,637.55,639.95,642.1712996,515658,10476,331140768,331102,64.21,11.45,-5.95,-0.18605776,-0.146385117,-0.322141409
17-06-2021,633,637.55,627,632.5,632.4680525,403209,5667,255016811,240948,59.76,10.55,-0.5,-0.223685093,-0.146385428,-0.321279013
18-06-2021,637,637,620.75,630.25,626.7745662,608458,10736,381365999,373318,61.35,16.25,-6.75,-0.221232839,-0.145990483,-0.31813413
21-06-2021,625,632.8,616.4,631.05,621.8034717,541001,10912,336396300,320447,59.23,16.4,6.05,-0.222329838,-0.108301491,-0.34173737
22-06-2021,634.2,643.9,629.5,630.6,637.9158234,320184,5224,204250440,158711,49.57,14.4,-3.6,0.143686553,0.140197836,-0.334512474
23-06-2021,633.3,634.95,623.4,624.55,629.1308777,245993,3808,154761792,92560,37.63,11.55,-8.75,-0.222679348,-0.146362908,-0.245877132
24-06-2021,626.1,636,625,633.8,629.3351586,471171,10752,296524476,324998,68.98,11,7.7,-0.027448776,0.144813497,0.34009543
25-06-2021,636,650,635.95,648.65,645.3172633,761377,16113,491329722,382757,50.27,14.05,12.65,-0.217026334,-0.126606929,-0.169942297
28-06-2021,650.25,653,644.7,650.1,648.5284419,504765,10823,327354459,263295,52.16,8.3,-0.15,-0.223721948,-0.146385655,-0.344956605
29-06-2021,648.55,648.55,636.5,640.2,641.0977462,403852,12005,258908607,257601,63.79,12.05,-8.35,0.18771445,0.035948854,-0.343846203
30-06-2021,640.4,640.65,629.85,630.85,636.0061184,422822,14898,268917379,180407,42.67,10.8,-9.55,0.162835327,0.145359493,-0.340094031
01-07-2021,632.95,637.3,630,630.65,633.17302,248162,4836,157129483,41202,16.6,7.3,-2.3,0.223612487,0.146305234,-0.336685274
02-07-2021,631.3,641.2,631.3,640.3,638.6360987,368130,5105,235101107,129357,35.14,9.9,9,0.117364284,-0.094014541,-0.341839254
05-07-2021,642.95,648.3,641.25,647.65,645.0126593,355471,11493,229283295,235798,66.33,7.05,4.7,-0.124643772,0.121684473,-0.344949254
06-07-2021,645.2,655,645.2,650.55,651.3007516,266356,6102,173477863,100599,37.77,9.8,5.35,-0.217614723,-0.136180321,-0.335425981
07-07-2021,649.05,654.5,645.95,653.65,651.9433245,290443,9631,189352375,164797,56.74,8.55,4.6,-0.19741945,-0.067963849,-0.344389775
08-07-2021,651,653.65,638.3,641.7,645.7184842,358907,4621,231752884,51205,14.27,15.35,-9.3,-0.218954809,-0.146370509,-0.340880065
09-07-2021,641.7,641.7,633.85,638.65,637.4317491,197272,4175,125747436,53974,27.36,7.85,-3.05,0.098785454,0.066455444,0.034655126
12-07-2021,645.1,650.25,642.4,646.3,639.7606512,2535943,12247,1622396545,2338624,92.22,7.85,1.2,-0.223608525,-0.146022136,-0.270671054
13-07-2021,655,665.85,652.8,664.6,660.5392513,1382884,32285,913449162,592159,42.82,13.05,9.6,0.222719831,0.14638444,-0.138055063
14-07-2021,662.9,667.55,658.25,664.1,663.303159,253372,5106,168062448,51984,20.52,9.3,1.2,-0.221616563,-0.128137104,0.324646913
15-07-2021,661.55,669.5,661.1,667.3,666.7580574,160133,3844,106769968,43075,26.9,8.4,5.75,-0.06750763,0.14638548,0.05450006
16-07-2021,665.6,667.45,657.8,660.25,661.349435,186710,6291,123480553,93516,50.09,9.65,-5.35,0.000228666,0.137129242,-0.175086701
19-07-2021,642.2,656.95,642.2,656.05,659.6840564,2417305,10788,1594657568,2264276,93.67,14.75,13.85,-0.223715762,-0.146385662,-0.344953816
20-07-2021,650,651.25,639.4,642,645.2460202,357117,10332,230428323,126149,35.32,11.85,-8,-0.167968374,-0.146367435,-0.338656108
22-07-2021,652,660.1,649.2,655.8,655.1162209,287117,8800,188095004,127907,44.55,10.9,3.8,0.219925467,0.144330931,-0.329179026
23-07-2021,656.5,677.75,650.85,676.65,668.0673928,524077,11703,350118755,148232,28.28,26.9,20.15,-0.027525319,0.098792999,-0.25338983
26-07-2021,681,687.8,663.9,676.75,677.8398436,730024,16919,494839354,158713,21.74,23.9,-4.25,-0.223716759,-0.146385656,-0.344956484
27-07-2021,681,685.6,673.3,677.65,680.1492563,213733,5163,145370341,64889,30.36,12.3,-3.35,-0.182677743,-0.137632959,-0.343914723
28-07-2021,678.65,687.25,670.3,685.3,676.0891087,611433,11923,413383192,266183,43.53,16.95,6.65,-0.072077828,-0.146160023,-0.31130241
29-07-2021,693,693,683.15,687.4,687.9088531,435418,13711,299527897,148663,34.14,9.85,-5.6,-0.10810964,-0.050950933,0.216447574
30-07-2021,688.45,688.45,678.1,682.7,682.2374996,221293,4817,150974383,97574,44.09,10.35,-5.75,-0.218806383,-0.146102675,0.312149411
02-08-2021,682.7,688,677.7,681.55,683.50634,299131,7966,204457935,118322,39.56,10.3,-1.15,-0.196981372,0.07915269,-0.344941058
03-08-2021,681.55,691.8,676.85,690.05,684.1887189,368299,8737,251986021,196874,53.45,14.95,8.5,0.217467188,0.141992295,-0.245385838
04-08-2021,694,717.3,693.2,714.75,709.9747763,869182,15690,617097296,205360,23.63,24.1,20.75,-0.206551703,0.14634758,0.311215512
05-08-2021,715.2,716.75,699.55,702.1,706.309009,394241,11084,278455970,136416,34.6,17.2,-13.1,0.012498174,0.146158763,-0.344077267
06-08-2021,703,706.1,695.8,697.4,699.5616306,167279,3829,117021970,48282,28.86,10.3,-5.6,-0.161658021,-0.139195809,-0.255513705
09-08-2021,697.2,706.05,694.65,702.75,700.9226352,223926,5569,156954802,63622,28.41,11.4,5.55,-0.223721149,-0.146376834,-0.34490339
10-08-2021,705,708.3,697.45,701,703.0311468,225513,5032,158542663,71875,31.87,10.85,-4,-0.014612155,-0.144520082,-0.252908165
11-08-2021,704,706.95,689.6,693.45,694.348944,337077,9201,234049059,168333,49.94,17.35,-10.55,0.165207265,-0.002854022,-0.336744557
12-08-2021,694.7,703,692.95,701.5,699.1635595,179904,3592,125782321,73667,40.95,10.05,6.8,0.197513677,0.146103441,-0.285541272
13-08-2021,705.5,709.9,701.15,704.8,705.0011293,413522,8376,291533477,233998,56.59,8.75,-0.7,0.119717286,0.135637447,-0.33928469
16-08-2021,703.7,707.25,698.9,702.5,702.0296137,184138,5184,129270329,65278,35.45,8.35,-1.2,-0.129398913,0.146353344,-0.344955332
17-08-2021,700,702.8,691.55,701,697.2373247,129405,3284,90225996,41908,32.39,11.25,1,0.157321719,0.144823973,-0.319131959
18-08-2021,702.1,702.1,683.75,688.4,691.1731069,190882,4513,131932505,66868,35.03,18.35,-13.7,0.003737006,-0.105161608,-0.316059375
20-08-2021,680.1,684.45,675.35,680.4,679.712913,298676,10601,203013934,113202,37.9,9.1,0.3,-0.223722196,-0.146385662,-0.339692399
23-08-2021,686.5,688.9,674,682.6,680.0840334,153784,3584,104586043,51619,33.57,14.9,-3.9,-0.223721683,-0.146385661,-0.344956703
24-08-2021,683,697.3,680.7,694.35,689.5605143,164647,3979,113534070,41489,25.2,16.6,11.35,-0.159840317,-0.056516187,-0.256136395
25-08-2021,700,700.15,687.2,690.9,693.3101868,201859,4064,139950901,38568,19.11,12.95,-9.1,0.124240211,-0.056858403,-0.341661852
26-08-2021,693,701.5,690,698.45,696.5715359,188982,3611,131639482,59491,31.48,11.5,5.45,-0.142904299,0.029334682,-0.340257562
27-08-2021,695.5,700.25,689.2,699.6,693.9086482,163029,3252,113127233,41466,25.43,11.05,4.1,0.223713739,0.146384029,-0.338140646
30-08-2021,704.2,715,701,713.55,709.4950037,261295,5707,185387497,102078,39.07,14,9.35,0.223722193,0.146385662,-0.344956324
31-08-2021,716.4,719.9,709.45,718.85,716.109085,211404,4597,151388325,64584,30.55,10.45,2.45,0.223519791,0.146385255,-0.344061938
01-09-2021,726,734.85,717.6,719.2,725.0771157,448430,6825,325146331,247977,55.3,17.25,-6.8,0.22340107,0.146351625,-0.281741894
02-09-2021,721.4,727.95,717.65,725.1,724.5133714,181619,3598,131585394,80971,44.58,10.3,3.7,-0.18388445,-0.108211334,-0.12059801
03-09-2021,725.3,731.6,721.15,724.6,725.1046876,177213,3607,128497977,48991,27.65,10.45,-0.7,-0.209678267,-0.115358905,-0.244461181
06-09-2021,725.9,728,719.85,721,721.973267,190663,6214,137653589,108222,56.76,8.15,-4.9,-0.104405595,0.146368332,-0.344956345
07-09-2021,722.4,722.4,711.7,716.55,717.7645851,140229,2979,100651410,57645,41.11,10.7,-5.85,-0.099752061,-0.145983511,-0.174185644
08-09-2021,717.7,722.7,715.15,720.7,719.3166843,112279,2375,80764158,27334,24.34,7.55,3,0.222431307,0.116622802,-0.332804936
09-09-2021,721,723.8,717.85,720.2,720.3724549,94347,2249,67964980,24348,25.81,5.95,-0.8,-0.222238289,-0.145946954,-0.329201352
13-09-2021,719.7,719.7,705.5,707.3,708.8745398,145329,4530,103020028,66071,45.46,14.2,-12.4,0.189526267,0.144398095,-0.344276252
14-09-2021,714.8,714.8,706.6,707.4,709.8247934,88330,2388,62698824,33281,37.68,8.2,-7.4,-0.176114533,0.135202064,-0.237879428
15-09-2021,708,715.9,706.5,714.1,710.6860844,136868,2975,97270183,48497,35.43,9.4,6.1,-0.223586929,-0.144840297,-0.328315195
16-09-2021,719.4,729.1,712.6,726.95,721.5575022,328605,6160,237107403,102642,31.24,16.5,7.55,0.214793812,0.145469418,-0.321965111
17-09-2021,731,734.4,714.1,720,725.7358465,216961,5083,157456375,79862,36.81,20.3,-11,0.059825273,0.14550026,-0.344518079
20-09-2021,708.9,720.2,706.8,710.05,715.1661521,169074,3762,120916002,50315,29.76,13.4,1.15,-0.223721127,-0.146385662,-0.344762289
21-09-2021,710,714.3,694.2,711.25,703.0313571,365818,12414,257181525,130806,35.76,20.1,1.25,-0.209776603,-0.145372998,-0.248045828
22-09-2021,716.8,716.8,702.25,703.4,711.1650247,12189186,5609,8668522763,12060116,98.94,14.55,-13.4,0.084674857,0.137745418,-0.336528475
23-09-2021,708.6,719.9,707.85,717.4,704.3975786,5263050,11000,3707279676,5065596,96.25,12.05,8.8,0.203143117,0.146385373,-0.291691908
24-09-2021,721.5,724.45,716.45,722.7,720.9813905,358687,9641,258606652,209327,58.36,8,1.2,0.176291967,-0.101699411,-0.252446447
27-09-2021,724.5,731.9,722.7,729.9,727.8460605,278603,5824,202780096,100678,36.14,9.2,5.4,0.199072332,-0.100030209,-0.344950236
28-09-2021,734.8,735,706.7,717,728.8329369,5166807,7263,3765739120,4933212,95.48,28.3,-17.8,-0.14990467,-0.14536137,-0.343973783
29-09-2021,705.8,711.6,701.45,709.75,706.863064,248649,4519,175760794,71540,28.77,10.15,3.95,-0.048719564,-0.142516086,-0.326713042
30-09-2021,710,713.6,698.7,700.8,705.8960458,295284,10251,208439808,120708,40.88,14.9,-9.2,-0.211674605,-0.146375869,-0.336863682
01-10-2021,696,696,688.35,692.2,691.9725964,324118,7420,224280774,173343,53.48,7.65,-3.8,-0.167857483,-0.146367839,-0.15210495
04-10-2021,697.85,703.25,694.25,700.1,699.343951,171507,3749,119942383,47730,27.83,9,2.25,-0.222441856,0.106135645,-0.344917335
05-10-2021,694.8,698.95,692,697.3,695.6841653,133915,4102,93162545,42613,31.82,6.95,2.5,0.059936962,-0.142653898,-0.339771263
06-10-2021,698,705,688.5,690.05,696.780205,380732,12122,265286521,136475,35.85,16.5,-7.95,0.160408364,-0.145750535,-0.337744492
07-10-2021,695.5,704.8,693.6,702.1,699.4760482,404938,11371,283244432,224069,55.33,11.2,6.6,0.223719611,0.146385636,-0.344019876
08-10-2021,704.6,709.9,698.7,702.85,703.3988597,160134,4224,112638073,55265,34.51,11.2,-1.75,0.223592793,0.146385588,-0.330330372
11-10-2021,704.4,719.65,701.25,713.1,703.8348792,4969633,4915,3497801042,4812099,96.83,18.4,8.7,0.223717871,0.146383992,-0.34458286
12-10-2021,708.75,712.9,704.55,708.7,708.1818116,194168,3513,137506246,53252,27.43,8.35,-0.05,-0.215283582,0.030192089,0.243964683
13-10-2021,711.2,715.95,708,709.8,712.4798066,317603,8195,226285724,189094,59.54,7.95,-1.4,0.223186142,0.146385126,-0.340514114
14-10-2021,711,729.5,709.55,727.1,720.0110411,213022,4552,153378192,104441,49.03,19.95,16.1,0.217371484,0.146379359,-0.011835135
18-10-2021,737,749.05,732.25,745.1,743.3814135,362554,7841,269515905,126393,34.86,16.8,8.1,0.223712224,0.146385662,-0.344956718
19-10-2021,754,754,738.95,747.2,747.3042161,186453,4503,139337113,75241,40.35,15.05,-6.8,0.209105483,0.146365987,-0.324663464
20-10-2021,747.5,757.4,742,745.55,747.6361604,5040842,5710,3768715758,4824503,95.71,15.4,-1.95,-0.21871182,-0.146184238,0
21-10-2021,740,760,737.9,756.85,749.7535978,227153,6116,170308779,63355,27.89,22.1,16.85,-0.223354383,-0.146247204,-0.066632493
22-10-2021,758,765.55,753.25,759.1,760.1529897,405060,11942,307907570,168742,41.66,12.3,1.1,-0.204133264,0.126508274,-0.343956949
25-10-2021,800,859.7,798.45,841.05,830.9371295,2787317,48254,2316085187,1089001,39.07,61.25,41.05,0.090477198,0.145794143,-0.344931698
26-10-2021,824.3,841.85,822.6,829,830.1400981,347321,9016,288325089,106532,30.67,19.25,4.7,0.22345412,0.14483825,-0.340519296
27-10-2021,829.15,849,824,835.35,841.2584137,603954,10665,508081384,241119,39.92,25,6.2,-0.042406614,-0.110832062,0.189141813
28-10-2021,825,830.1,796.1,798.65,810.8001258,370293,15939,300233611,138625,37.44,34,-26.35,0.092685962,-0.146266654,-0.120146557
29-10-2021,799.9,808.75,784,802.3,799.8973498,327939,8403,262317537,119353,36.39,24.75,2.4,-0.21771153,-0.146226032,-0.315614466
01-11-2021,808,809.75,793,804.45,802.3009396,471603,10117,378367530,275708,58.46,16.75,-3.55,-0.02850982,0.134247433,-0.337859966
02-11-2021,809,809.75,798.55,800.75,803.3148531,194532,6854,156270445,62043,31.89,11.2,-8.25,-0.223599341,-0.146383107,-0.213686069
03-11-2021,805.05,805.55,780.75,785.75,792.2619262,217840,6210,172586338,86349,39.64,24.8,-19.3,0.117517998,0.134740328,-0.338891555
04-11-2021,789.5,793.5,779,782.4,784.6366519,124872,7225,97979148,84258,67.48,14.5,-7.1,0.219375515,0.146375641,0.115431712
08-11-2021,790.2,791.25,773.2,780.25,780.2711288,306312,13858,239006410,119930,39.15,18.05,-9.95,0.137196699,0.146359197,-0.34013944
09-11-2021,784.75,788.5,779.35,786.65,785.0088623,283900,9148,222864016,124622,43.9,9.15,1.9,0.221138646,0.144280401,0.188477584
10-11-2021,783.2,784.3,773.05,780.8,777.6586364,222947,12136,173376660,90339,40.52,11.25,-2.4,-0.222064156,-0.146300573,-0.34228178
11-11-2021,777,777,766.3,772.3,772.3015051,230623,5010,178110490,122770,53.23,10.7,-4.7,-0.22223989,-0.146385633,-0.343431784
12-11-2021,773,779.95,771.1,776.8,774.9800148,272151,8126,210911586,140500,51.63,8.85,3.8,0.206954194,0.146385661,-0.310689597
15-11-2021,777,784.5,771.7,773.35,777.1246607,300255,10613,233335565,146799,48.89,12.8,-3.65,0.223722109,0.1460691,-0.343973579
16-11-2021,771.25,776,762,764.5,767.6645901,395364,16815,303506943,259844,65.72,14,-6.75,-0.201425029,-0.14634259,-0.340549364
17-11-2021,761.8,771.6,757.2,761.25,765.8761401,332319,12487,254515193,166618,50.14,14.4,-0.55,-0.160635797,-0.145348106,0.118740301
